91	ברזיליה	34125	(Article)	30712	20260227182535
92	דבלין	34748	(Article)	17425	20260227130526
93	אשגבאט	34934	(Article)	7466	20251130230332
94	חרקיב	35564	(Article)	21758	20260110115611
95	אסונסיון	35897	(Article)	10912	20260117224549
96	המבורג	37285	(Article)	24397	20260301073840
97	בישקק	37507	(Article)	6870	20260108021515
98	אסטנה	37580	(Article)	12639	20251204201346
99	מוגדישו	38745	(Article)	7333	20250421160302
100	וינדהוק	39857	(Article)	10894	20250727193736
101	ואיאדוליד	40408	(Article)	10862	20260204053838
102	דיסלדורף	40413	(Article)	12134	20260114031231
103	צנעא	42124	(Article)	45586	20260215150948
104	קנברה	42173	(Article)	7350	20251024192725
105	מרידה (ספרד)	42378	(Article)	6615	20250820080923
106	מרידה (ונצואלה)	42448	(Article)	3085	20240203234946
107	מלכי-צדק	42619	(Article)	19750	20251120103459
108	ניו דלהי	43160	(Article)	17051	20251030184835
109	מקדש מיתרס	43484	(Article)	1983	20230402020315
110	לונדיניום	43749	(Article)	20272	20250212215001
111	חומת לונדון	44501	(Article)	3593	20251123214030
112	דילי	44581	(Article)	5200	20240711182910
113	וילנה	45622	(Article)	41003	20260202124602
114	האג	45858	(Article)	17262	20250913085559
115	מנאמה	47877	(Article)	5514	20260119111911
116	ברמן	47954	(Article)	9660	20251006132853
117	ועידת מדריד (1991)	48014	(Article)	13252	20260123115251
118	נג'מנה	48684	(Article)	4787	20251007101553
119	האנוי	48946	(Article)	15924	20251006183926
120	אולימפיאדת ברלין (1936)	49024	(Article)	18177	20250912203540
121	טביליסי	49252	(Article)	90226	20251129130232
122	סטוקהולם	49575	(Article)	40829	20260126130930
123	זאגרב	49603	(Article)	23375	20250920123332
124	ניקוסיה	49630	(Article)	13890	20250814132731
125	ניירובי	49653	(Article)	10941	20260103151121
126	קינשאסה	49665	(Article)	17052	20251007095703
127	אבו דאבי	49673	(Article)	9918	20260301222138
128	משהד	49720	(Article)	14138	20260301211404
129	רובנו	49766	(Article)	23171	20250730003140
130	מונטווידאו	49799	(Article)	11649	20250419123224
131	באקו	49820	(Article)	17430	20260228215739
132	מג'ורו	49824	(Article)	2100	20230418165641
133	הוניארה	49831	(Article)	3533	20250905142519
134	ג'קרטה	49982	(Article)	15842	20260120182740
135	טירנה	49993	(Article)	13113	20250719142944
136	לואנדה	50010	(Article)	12042	20260204173007
137	אנדורה לה ולה	50019	(Article)	8568	20250927190143
138	סנט ג'ונס	50031	(Article)	2019	20250704091638
139	טהימפהו	50049	(Article)	13911	20251001023528
140	נסאו	50057	(Article)	6799	20251110203446
141	גאבורונה	50068	(Article)	15544	20250703150340
142	ירוואן	50100	(Article)	10199	20251212152440
143	אקרה	50104	(Article)	20553	20250930063742
144	סנט ג'ורג'ס (גרנדה)	50114	(Article)	3698	20251003165829
145	רוזו	50117	(Article)	9993	20251003165743
146	פורטו נובו	50177	(Article)	2833	20241231100600
147	סנטו דומינגו	50185	(Article)	9952	20250910150028
148	פורט-או-פרנס	50303	(Article)	6268	20250719143400
149	דאקה	50468	(Article)	11895	20250823013812
150	מונרוביה	50470	(Article)	20950	20250930062703
151	סן מרינו (עיר)	50475	(Article)	41144	20240611233427
152	בנדר סרי בגוואן	50546	(Article)	5466	20240711182959
153	יאמוסוקרו	50806	(Article)	5458	20251101023528
154	אביג'אן	50822	(Article)	16581	20250930063110
155	לומה
